,file_name,label,x1,y1,x2,y2,w_img,h_img,w_box,h_box,x_c,y_c,txt_name,x_c_img,y_c_img,w_box_img,h_box_img
0,009000.jpg,Straight_Knife,763,486,840,549,1225,954,0.06285714285714286,0.0660377358490566,0.6542857142857142,0.5424528301886793,009000.txt,801.5,517.5,77.0,63.0
1,009002.jpg,Straight_Knife,650,289,717,357,1225,954,0.054693877551020405,0.07127882599580712,0.5579591836734694,0.3385744234800839,009002.txt,683.5,323.0,67.0,68.0
2,009003.jpg,Straight_Knife,458,336,580,389,1225,954,0.09959183673469388,0.05555555555555555,0.4236734693877551,0.379979035639413,009003.txt,519.0,362.5,122.0,53.0
3,009004.jpg,Straight_Knife,711,523,800,598,1225,954,0.07265306122448979,0.07861635220125786,0.616734693877551,0.5875262054507338,009004.txt,755.5,560.5,89.0,75.0
4,009005.jpg,Straight_Knife,723,550,793,626,1225,954,0.05714285714285714,0.07966457023060797,0.6187755102040816,0.6163522012578616,009005.txt,758.0,588.0,70.0,76.0
5,009007.jpg,Straight_Knife,459,250,526,420,1225,954,0.054693877551020405,0.17819706498951782,0.4020408163265306,0.35115303983228513,009007.txt,492.5,335.0,67.0,170.0
6,009008.jpg,Straight_Knife,573,336,624,563,1225,954,0.04163265306122449,0.2379454926624738,0.48857142857142855,0.47117400419287214,009008.txt,598.5,449.5,51.0,227.0
7,009009.jpg,Straight_Knife,710,304,1026,352,1225,954,0.25795918367346937,0.050314465408805034,0.7085714285714285,0.3438155136268344,009009.txt,867.9999999999999,328.0,316.0,48.0
8,009012.jpg,Straight_Knife,953,335,1018,404,1225,954,0.053061224489795916,0.07232704402515723,0.8044897959183673,0.38731656184486374,009012.txt,985.5,369.5,65.0,69.0
9,009013.jpg,Straight_Knife,625,342,668,542,1225,954,0.03510204081632653,0.20964360587002095,0.5277551020408163,0.46331236897274636,009013.txt,646.5,442.0,43.0,200.0
10,009014.jpg,Straight_Knife,684,381,736,504,1225,954,0.04244897959183674,0.1289308176100629,0.5795918367346938,0.4638364779874214,009014.txt,710.0,442.5,52.0,123.0
11,009016.jpg,Straight_Knife,527,387,587,564,1225,954,0.04897959183673469,0.18553459119496854,0.4546938775510204,0.49842767295597484,009016.txt,557.0,475.5,60.0,177.0
12,009017.jpg,Straight_Knife,638,362,855,412,1225,954,0.17714285714285713,0.05241090146750524,0.6093877551020408,0.4056603773584906,009017.txt,746.5,387.0,216.99999999999997,50.0
13,009018.jpg,Straight_Knife,573,492,635,722,1225,954,0.05061224489795919,0.24109014675052412,0.4930612244897959,0.6362683438155137,009018.txt,604.0,607.0,62.00000000000001,230.0
14,009019.jpg,Straight_Knife,515,561,605,635,1225,954,0.07346938775510205,0.07756813417190776,0.45714285714285713,0.6268343815513627,009019.txt,560.0,598.0,90.00000000000001,74.0
15,009023.jpg,Straight_Knife,527,382,603,487,1225,954,0.062040816326530614,0.11006289308176101,0.46122448979591835,0.4554507337526205,009023.txt,565.0,434.5,76.0,105.0
16,009024.jpg,Straight_Knife,662,328,715,387,1225,954,0.04326530612244898,0.06184486373165619,0.5620408163265306,0.3747379454926625,009024.txt,688.5,357.5,53.0,59.0
17,009025.jpg,Straight_Knife,757,405,810,541,1225,954,0.04326530612244898,0.14255765199161424,0.6395918367346939,0.49580712788259956,009025.txt,783.5,473.0,53.0,136.0
18,009026.jpg,Straight_Knife,857,489,910,555,1225,954,0.04326530612244898,0.06918238993710692,0.7212244897959184,0.5471698113207547,009026.txt,883.5,522.0,53.0,66.0
19,009029.jpg,Straight_Knife,594,417,642,614,1225,954,0.03918367346938775,0.20649895178197064,0.5044897959183674,0.540356394129979,009029.txt,618.0000000000001,515.5,48.0,197.0
20,009030.jpg,Straight_Knife,604,314,671,385,1225,954,0.054693877551020405,0.07442348008385745,0.5204081632653061,0.3663522012578616,009030.txt,637.5,349.5,67.0,71.0
21,009032.jpg,Straight_Knife,344,731,463,786,1225,954,0.09714285714285714,0.057651991614255764,0.3293877551020408,0.7950733752620545,009032.txt,403.5,758.5,119.0,55.0
22,009033.jpg,Straight_Knife,521,462,588,509,1225,954,0.054693877551020405,0.049266247379454925,0.4526530612244898,0.5089098532494759,009033.txt,554.5,485.5,67.0,47.0
23,009034.jpg,Straight_Knife,762,478,823,590,1225,954,0.04979591836734694,0.11740041928721175,0.6469387755102041,0.559748427672956,009034.txt,792.5,534.0,61.0,112.0
24,009035.jpg,Straight_Knife,668,514,789,555,1225,954,0.09877551020408164,0.0429769392033543,0.5946938775510204,0.560272536687631,009035.txt,728.5,534.5,121.0,41.0
25,009036.jpg,Straight_Knife,410,410,527,557,1225,954,0.09551020408163265,0.1540880503144654,0.3824489795918367,0.5068134171907757,009036.txt,468.5,483.5,116.99999999999999,147.0
26,009039.jpg,Straight_Knife,836,473,880,661,1225,954,0.035918367346938776,0.1970649895178197,0.7004081632653061,0.5943396226415094,009039.txt,858.0,567.0,44.0,188.0
27,009042.jpg,Straight_Knife,846,297,925,557,1225,954,0.06448979591836734,0.27253668763102723,0.7228571428571429,0.44758909853249473,009042.txt,885.5,427.0,79.0,260.0
28,009045.jpg,Straight_Knife,724,519,822,614,1225,954,0.08,0.09958071278825996,0.6310204081632653,0.5938155136268344,009045.txt,773.0,566.5,98.0,95.0
29,009046.jpg,Straight_Knife,453,322,702,405,1225,954,0.20326530612244897,0.0870020964360587,0.4714285714285714,0.3810272536687631,009046.txt,577.5,363.5,249.0,83.0
30,009048.jpg,Straight_Knife,574,386,863,448,1225,954,0.23591836734693877,0.0649895178197065,0.586530612244898,0.4371069182389937,009048.txt,718.5,417.0,289.0,61.99999999999999
31,009053.jpg,Straight_Knife,760,448,942,484,1225,954,0.14857142857142858,0.03773584905660377,0.6946938775510204,0.48846960167714887,009053.txt,851.0,466.0,182.0,36.0
32,009055.jpg,Straight_Knife,549,366,598,574,1225,954,0.04,0.2180293501048218,0.46816326530612246,0.49266247379454925,009055.txt,573.5,470.0,49.0,208.0
33,009059.jpg,Straight_Knife,458,409,516,592,1225,954,0.0473469387755102,0.1918238993710692,0.39755102040816326,0.5246331236897275,009059.txt,487.0,500.5,58.0,183.0
34,009061.jpg,Straight_Knife,633,429,732,555,1225,954,0.08081632653061224,0.1320754716981132,0.5571428571428572,0.5157232704402516,009061.txt,682.5,492.0,99.0,126.0
35,009065.jpg,Straight_Knife,438,377,522,601,1225,954,0.06857142857142857,0.2348008385744235,0.39183673469387753,0.5125786163522013,009065.txt,480.0,489.0,84.0,224.0
36,009067.jpg,Straight_Knife,734,349,829,437,1225,954,0.07755102040816327,0.09224318658280922,0.6379591836734694,0.4119496855345912,009067.txt,781.5,393.0,95.0,88.0
37,009068.jpg,Straight_Knife,798,647,862,713,1225,954,0.052244897959183675,0.06918238993710692,0.6775510204081633,0.7127882599580713,009068.txt,830.0,680.0,64.0,66.0
38,009069.jpg,Straight_Knife,542,408,611,607,1225,954,0.0563265306122449,0.20859538784067086,0.47061224489795916,0.5319706498951782,009069.txt,576.5,507.5,69.0,199.0
39,009071.jpg,Straight_Knife,629,508,690,643,1225,954,0.04979591836734694,0.14150943396226415,0.5383673469387755,0.6032494758909853,009071.txt,659.5,575.5,61.0,135.0
40,009072.jpg,Straight_Knife,745,344,803,563,1225,954,0.0473469387755102,0.22955974842767296,0.6318367346938776,0.4753668763102725,009072.txt,774.0,453.5,58.0,219.0
41,009076.jpg,Straight_Knife,755,486,804,558,1225,954,0.04,0.07547169811320754,0.6363265306122449,0.5471698113207547,009076.txt,779.5,522.0,49.0,72.0
42,009079.jpg,Straight_Knife,724,268,847,323,1225,954,0.10040816326530612,0.057651991614255764,0.6412244897959184,0.30974842767295596,009079.txt,785.5,295.5,123.0,55.0
43,009080.jpg,Straight_Knife,417,455,753,533,1225,954,0.2742857142857143,0.08176100628930817,0.4775510204081633,0.5178197064989518,009080.txt,585.0,494.00000000000006,336.0,78.0
44,009081.jpg,Straight_Knife,940,446,990,665,1225,954,0.04081632653061224,0.22955974842767296,0.7877551020408163,0.5822851153039832,009081.txt,965.0,555.5,49.99999999999999,219.0
45,009082.jpg,Straight_Knife,498,502,582,572,1225,954,0.06857142857142857,0.07337526205450734,0.44081632653061226,0.5628930817610063,009082.txt,540.0,537.0,84.0,70.0
46,009084.jpg,Straight_Knife,416,468,471,660,1225,954,0.044897959183673466,0.20125786163522014,0.3620408163265306,0.5911949685534591,009084.txt,443.5,564.0,55.0,192.0
47,009087.jpg,Straight_Knife,496,394,715,478,1225,954,0.17877551020408164,0.0880503144654088,0.4942857142857143,0.4570230607966457,009087.txt,605.5,436.0,219.0,84.0
48,009090.jpg,Straight_Knife,609,377,753,453,1225,954,0.11755102040816326,0.07966457023060797,0.5559183673469388,0.4350104821802935,009090.txt,681.0,415.0,144.0,76.0
49,009091.jpg,Straight_Knife,477,486,543,550,1225,954,0.053877551020408164,0.06708595387840671,0.4163265306122449,0.5429769392033543,009091.txt,510.0,518.0,66.0,64.0
50,009092.jpg,Straight_Knife,603,313,692,398,1225,954,0.07265306122448979,0.08909853249475891,0.5285714285714286,0.37264150943396224,009092.txt,647.5,355.5,89.0,85.0
51,009096.jpg,Straight_Knife,485,602,583,669,1225,954,0.08,0.07023060796645703,0.4359183673469388,0.6661425576519916,009096.txt,534.0,635.5,98.0,67.0
52,009097.jpg,Straight_Knife,560,379,618,467,1225,954,0.0473469387755102,0.09224318658280922,0.48081632653061224,0.44339622641509435,009097.txt,589.0,423.0,58.0,88.0
53,009101.jpg,Straight_Knife,489,442,608,479,1225,954,0.09714285714285714,0.03878406708595388,0.4477551020408163,0.4827044025157233,009101.txt,548.5,460.5,119.0,37.0
54,009105.jpg,Straight_Knife,589,261,909,382,1225,954,0.2612244897959184,0.12683438155136267,0.6114285714285714,0.3370020964360587,009105.txt,749.0,321.5,320.00000000000006,120.99999999999999
55,009108.jpg,Straight_Knife,446,497,530,556,1225,954,0.06857142857142857,0.06184486373165619,0.3983673469387755,0.5518867924528302,009108.txt,488.0,526.5,84.0,59.0
56,009110.jpg,Straight_Knife,738,543,852,581,1225,954,0.09306122448979592,0.039832285115303984,0.6489795918367347,0.589098532494759,009110.txt,795.0,562.0,114.0,38.0
57,009112.jpg,Straight_Knife,641,603,681,666,1225,954,0.0326530612244898,0.0660377358490566,0.5395918367346939,0.6650943396226415,009112.txt,661.0,634.5,40.00000000000001,63.0
58,009113.jpg,Straight_Knife,634,325,728,553,1225,954,0.07673469387755102,0.2389937106918239,0.5559183673469388,0.46016771488469604,009113.txt,681.0,439.0,94.0,228.0
59,009114.jpg,Straight_Knife,487,253,810,330,1225,954,0.2636734693877551,0.08071278825995808,0.5293877551020408,0.3055555555555556,009114.txt,648.5,291.5,323.0,77.0
60,009115.jpg,Straight_Knife,261,342,311,560,1225,954,0.04081632653061224,0.22851153039832284,0.23346938775510204,0.4727463312368973,009115.txt,286.0,451.0,49.99999999999999,218.0
61,009120.jpg,Straight_Knife,388,570,446,645,1225,954,0.0473469387755102,0.07861635220125786,0.3404081632653061,0.6367924528301887,009120.txt,416.99999999999994,607.5,58.0,75.0
62,009122.jpg,Straight_Knife,798,330,893,570,1225,954,0.07755102040816327,0.25157232704402516,0.690204081632653,0.4716981132075472,009122.txt,845.4999999999999,450.0,95.0,240.0
63,009123.jpg,Straight_Knife,693,342,769,571,1225,954,0.062040816326530614,0.240041928721174,0.5967346938775511,0.47851153039832284,009123.txt,731.0000000000001,456.5,76.0,229.0
64,009124.jpg,Straight_Knife,406,479,481,572,1225,954,0.061224489795918366,0.09748427672955975,0.3620408163265306,0.55083857442348,009124.txt,443.5,525.5,75.0,93.0
65,009125.jpg,Straight_Knife,308,317,602,363,1225,954,0.24,0.04821802935010482,0.37142857142857144,0.35639412997903563,009125.txt,455.0,340.0,294.0,46.0
66,009126.jpg,Straight_Knife,475,577,633,633,1225,954,0.12897959183673469,0.05870020964360587,0.45224489795918366,0.6341719077568134,009126.txt,554.0,605.0,158.0,56.0
67,009127.jpg,Straight_Knife,828,450,888,508,1225,954,0.04897959183673469,0.06079664570230608,0.7004081632653061,0.5020964360587002,009127.txt,858.0,479.00000000000006,60.0,58.0
68,009128.jpg,Straight_Knife,489,613,603,653,1225,954,0.09306122448979592,0.041928721174004195,0.44571428571428573,0.6635220125786163,009128.txt,546.0,633.0,114.0,40.0
69,009132.jpg,Straight_Knife,653,503,710,562,1225,954,0.04653061224489796,0.06184486373165619,0.5563265306122449,0.5581761006289309,009132.txt,681.5,532.5,57.0,59.0
70,009136.jpg,Straight_Knife,525,420,602,586,1225,954,0.06285714285714286,0.1740041928721174,0.46,0.5272536687631028,009136.txt,563.5,503.00000000000006,77.0,166.0
71,009140.jpg,Straight_Knife,691,505,850,551,1225,954,0.12979591836734694,0.04821802935010482,0.6289795918367347,0.5534591194968553,009140.txt,770.5,528.0,159.0,46.0
72,009143.jpg,Straight_Knife,746,393,807,469,1225,954,0.04979591836734694,0.07966457023060797,0.6338775510204082,0.45178197064989517,009143.txt,776.5000000000001,431.0,61.0,76.0
73,009146.jpg,Straight_Knife,492,459,539,686,1225,954,0.03836734693877551,0.2379454926624738,0.42081632653061224,0.600104821802935,009146.txt,515.5,572.5,47.0,227.0
74,009147.jpg,Straight_Knife,512,423,569,521,1225,954,0.04653061224489796,0.10272536687631027,0.4412244897959184,0.4947589098532495,009147.txt,540.5,472.0,57.0,98.0
75,009154.jpg,Straight_Knife,801,300,850,527,1225,954,0.04,0.2379454926624738,0.6738775510204081,0.4334381551362683,009154.txt,825.5,413.5,49.0,227.0
76,009155.jpg,Straight_Knife,736,330,784,515,1225,954,0.03918367346938775,0.19392033542976939,0.6204081632653061,0.44287211740041926,009155.txt,760.0,422.5,48.0,185.0
77,009156.jpg,Straight_Knife,568,361,714,425,1225,954,0.11918367346938775,0.06708595387840671,0.5232653061224489,0.4119496855345912,009156.txt,640.9999999999999,393.0,146.0,64.0
78,009157.jpg,Straight_Knife,571,484,701,562,1225,954,0.10612244897959183,0.08176100628930817,0.5191836734693878,0.5482180293501048,009157.txt,636.0,523.0,130.0,78.0
79,009158.jpg,Straight_Knife,498,347,697,397,1225,954,0.16244897959183674,0.05241090146750524,0.48775510204081635,0.389937106918239,009158.txt,597.5,372.0,199.0,50.0
80,009160.jpg,Straight_Knife,229,490,346,575,1225,954,0.09551020408163265,0.08909853249475891,0.23469387755102042,0.5581761006289309,009160.txt,287.5,532.5,116.99999999999999,85.0
81,009166.jpg,Straight_Knife,584,398,691,597,1225,954,0.08734693877551021,0.20859538784067086,0.5204081632653061,0.5214884696016772,009166.txt,637.5,497.5,107.00000000000001,199.0
82,009167.jpg,Straight_Knife,508,544,588,630,1225,954,0.0653061224489796,0.09014675052410902,0.4473469387755102,0.6153039832285115,009167.txt,548.0,587.0,80.00000000000001,86.0
83,009168.jpg,Straight_Knife,612,332,680,376,1225,954,0.05551020408163265,0.04612159329140461,0.5273469387755102,0.3710691823899371,009168.txt,646.0,354.0,68.0,44.0
84,009169.jpg,Straight_Knife,853,472,957,602,1225,954,0.08489795918367347,0.13626834381551362,0.7387755102040816,0.5628930817610063,009169.txt,905.0,537.0,104.0,130.0
85,009173.jpg,Straight_Knife,481,391,571,461,1225,954,0.07346938775510205,0.07337526205450734,0.4293877551020408,0.44654088050314467,009173.txt,526.0,426.0,90.00000000000001,70.0
86,009177.jpg,Straight_Knife,615,441,655,523,1225,954,0.0326530612244898,0.0859538784067086,0.5183673469387755,0.5052410901467506,009177.txt,635.0,482.00000000000006,40.00000000000001,82.0
87,009178.jpg,Straight_Knife,676,376,751,603,1225,954,0.061224489795918366,0.2379454926624738,0.5824489795918367,0.5131027253668763,009178.txt,713.5,489.5,75.0,227.0
88,009181.jpg,Straight_Knife,687,495,794,576,1225,954,0.08734693877551021,0.08490566037735849,0.6044897959183674,0.5613207547169812,009181.txt,740.5,535.5,107.00000000000001,81.0
89,009185.jpg,Straight_Knife,344,439,394,620,1225,954,0.04081632653061224,0.18972746331236898,0.30122448979591837,0.5550314465408805,009185.txt,369.0,529.5,49.99999999999999,181.0
90,009188.jpg,Straight_Knife,668,529,744,743,1225,954,0.062040816326530614,0.22431865828092243,0.5763265306122449,0.6666666666666666,009188.txt,706.0,636.0,76.0,214.0
91,009193.jpg,Straight_Knife,712,405,838,446,1225,954,0.10285714285714286,0.0429769392033543,0.6326530612244898,0.4460167714884696,009193.txt,775.0,425.5,126.0,41.0
92,009195.jpg,Straight_Knife,701,364,762,579,1225,954,0.04979591836734694,0.22536687631027252,0.5971428571428572,0.4942348008385744,009195.txt,731.5000000000001,471.5,61.0,215.0
93,009197.jpg,Straight_Knife,690,651,814,686,1225,954,0.10122448979591837,0.03668763102725367,0.6138775510204082,0.700733752620545,009197.txt,752.0,668.5,124.00000000000001,35.0
94,009200.jpg,Straight_Knife,823,385,858,575,1225,954,0.02857142857142857,0.19916142557651992,0.6861224489795918,0.5031446540880503,009200.txt,840.5,480.0,35.0,190.0
95,009202.jpg,Straight_Knife,551,295,636,535,1225,954,0.06938775510204082,0.25157232704402516,0.4844897959183673,0.4350104821802935,009202.txt,593.5,415.0,85.0,240.0
96,009203.jpg,Straight_Knife,341,417,478,455,1225,954,0.11183673469387755,0.039832285115303984,0.3342857142857143,0.4570230607966457,009203.txt,409.5,436.0,137.0,38.0
97,009207.jpg,Straight_Knife,392,479,448,549,1225,954,0.045714285714285714,0.07337526205450734,0.34285714285714286,0.5387840670859538,009207.txt,420.0,514.0,56.0,70.0
98,009209.jpg,Straight_Knife,553,341,699,442,1225,954,0.11918367346938775,0.10587002096436059,0.5110204081632653,0.41037735849056606,009209.txt,626.0,391.5,146.0,101.0
99,009210.jpg,Straight_Knife,625,441,791,481,1225,954,0.13551020408163264,0.041928721174004195,0.5779591836734694,0.4832285115303983,009210.txt,708.0000000000001,461.0,165.99999999999997,40.0
